EmployeeId,DateWorked,JobCode,CostCode,PayType,HoursWorked,WorkOrder,Department,Notes
787,2025-06-03,JOB347,0462,DT,4,WO185,FieldOps,Overtime
269,2025-07-18,JOB250,0483,DT,4,WO751,Logistics,Day shift
815,2025-07-30,JOB874,0431,DT,6,WO287,Maintenance,Night shift
445,2025-08-12,JOB579,0404,DT,10,WO658,Safety,Regular schedule
297,2025-06-18,JOB889,0486,DT,8,WO163,Maintenance,Overtime
962,2025-08-14,JOB576,0440,DT,10,WO509,Maintenance,Day shift
826,2025-06-11,JOB367,0461,OT,8,WO837,Logistics,Overtime
671,2025-06-07,JOB456,0451,DT,4,WO972,Logistics,Night shift
138,2025-05-27,JOB558,0407,DT,10,WO715,Logistics,Regular schedule
782,2025-07-06,JOB333,0464,OT,6,WO505,Maintenance,Overtime
729,2025-07-25,JOB973,0496,REG,10,WO131,Safety,Weekend work
336,2025-07-10,JOB416,0401,REG,12,WO607,Maintenance,Night shift
175,2025-08-14,JOB312,0478,OT,4,WO775,Maintenance,Overtime
711,2025-07-21,JOB285,0444,OT,10,WO820,Logistics,Day shift
648,2025-05-27,JOB572,0429,REG,4,WO771,FieldOps,Night shift
870,2025-06-25,JOB995,0457,DT,8,WO792,FieldOps,Night shift
403,2025-07-08,JOB657,0426,OT,10,WO125,Maintenance,Weekend work
231,2025-08-04,JOB110,0440,REG,4,WO450,Logistics,Overtime
383,2025-05-23,JOB616,0475,OT,4,WO543,Safety,Emergency call
715,2025-06-03,JOB824,0403,DT,6,WO559,Logistics,Emergency call
191,2025-06-22,JOB616,0473,DT,8,WO801,Maintenance,Regular schedule
197,2025-06-01,JOB550,0473,DT,6,WO621,Safety,Regular schedule
745,2025-06-23,JOB137,0491,REG,4,WO153,Logistics,Night shift
775,2025-06-27,JOB967,0463,OT,8,WO259,Logistics,Emergency call
814,2025-06-03,JOB419,0423,DT,10,WO157,Maintenance,Weekend work
537,2025-07-14,JOB451,0487,DT,12,WO248,Safety,Night shift
184,2025-06-09,JOB640,0486,DT,12,WO206,Logistics,Night shift
865,2025-08-04,JOB618,0436,DT,6,WO238,FieldOps,Overtime
370,2025-06-17,JOB709,0443,OT,4,WO536,FieldOps,Overtime
125,2025-06-28,JOB935,0431,REG,4,WO528,Logistics,Regular schedule
931,2025-06-03,JOB395,0477,OT,4,WO771,FieldOps,Day shift
904,2025-06-11,JOB705,0452,DT,6,WO639,Logistics,Emergency call
280,2025-08-17,JOB691,0446,DT,8,WO245,FieldOps,Day shift
935,2025-06-11,JOB918,0477,REG,8,WO951,Logistics,Emergency call
169,2025-07-19,JOB613,0436,DT,12,WO330,Maintenance,Day shift
823,2025-07-22,JOB611,0431,OT,6,WO222,Logistics,Regular schedule
990,2025-07-28,JOB265,0447,OT,8,WO668,Logistics,Emergency call
549,2025-08-14,JOB990,0480,DT,10,WO807,Safety,Weekend work
981,2025-06-23,JOB682,0473,OT,4,WO768,Logistics,Overtime
271,2025-05-23,JOB998,0479,DT,8,WO799,Maintenance,Night shift
701,2025-08-16,JOB405,0452,DT,8,WO191,Safety,Regular schedule
879,2025-07-23,JOB332,0461,OT,4,WO827,Safety,Night shift
612,2025-08-17,JOB786,0485,OT,6,WO953,FieldOps,Night shift
410,2025-05-25,JOB131,0458,OT,4,WO461,Logistics,Overtime
885,2025-07-23,JOB731,0418,DT,10,WO179,Safety,Day shift
125,2025-07-14,JOB790,0480,DT,12,WO501,Safety,Weekend work
923,2025-07-20,JOB838,0486,OT,10,WO490,Logistics,Overtime
414,2025-07-11,JOB825,0472,REG,6,WO781,Logistics,Regular schedule
264,2025-07-04,JOB196,0494,REG,6,WO517,Maintenance,Night shift
719,2025-07-10,JOB951,0499,DT,8,WO957,FieldOps,Overtime
522,2025-08-14,JOB379,0475,DT,12,WO874,FieldOps,Overtime
945,2025-05-24,JOB518,0458,DT,12,WO280,Logistics,Emergency call
534,2025-05-30,JOB536,0428,OT,8,WO457,FieldOps,Night shift
931,2025-07-04,JOB171,0486,OT,6,WO538,FieldOps,Overtime
637,2025-06-10,JOB633,0406,REG,10,WO112,FieldOps,Night shift
261,2025-06-07,JOB757,0485,REG,10,WO608,Logistics,Overtime
335,2025-06-29,JOB331,0465,OT,4,WO793,FieldOps,Regular schedule
124,2025-05-26,JOB659,0475,OT,12,WO664,Logistics,Day shift
218,2025-06-18,JOB510,0425,OT,4,WO513,Safety,Emergency call
107,2025-06-22,JOB963,0432,REG,6,WO152,Maintenance,Day shift
355,2025-05-31,JOB552,0465,OT,10,WO276,Maintenance,Emergency call
120,2025-08-17,JOB517,0437,REG,12,WO900,FieldOps,Regular schedule
664,2025-07-25,JOB578,0458,DT,8,WO262,FieldOps,Emergency call
501,2025-07-30,JOB222,0463,OT,4,WO600,Logistics,Emergency call
492,2025-08-14,JOB553,0435,OT,10,WO422,Safety,Overtime
529,2025-05-23,JOB783,0468,DT,6,WO140,FieldOps,Overtime
300,2025-07-24,JOB146,0489,OT,8,WO355,Safety,Overtime
835,2025-06-30,JOB793,0485,REG,8,WO317,Logistics,Night shift
173,2025-08-09,JOB217,0436,REG,4,WO438,Safety,Overtime
903,2025-08-05,JOB944,0483,OT,6,WO600,Safety,Emergency call
651,2025-07-04,JOB140,0450,DT,8,WO701,FieldOps,Emergency call
333,2025-08-08,JOB459,0473,OT,6,WO737,Maintenance,Night shift
544,2025-07-14,JOB660,0480,DT,10,WO283,Logistics,Night shift
153,2025-07-28,JOB233,0415,REG,6,WO463,Safety,Day shift
153,2025-06-10,JOB383,0431,DT,12,WO641,FieldOps,Day shift
886,2025-06-26,JOB552,0423,OT,12,WO900,Logistics,Weekend work
526,2025-08-10,JOB188,0470,REG,12,WO823,Logistics,Night shift
236,2025-08-20,JOB488,0490,DT,4,WO773,FieldOps,Day shift
589,2025-08-14,JOB613,0473,DT,10,WO925,FieldOps,Emergency call
282,2025-07-19,JOB240,0457,REG,8,WO439,Logistics,Overtime
691,2025-07-09,JOB478,0462,REG,10,WO549,Logistics,Night shift
594,2025-06-11,JOB532,0419,REG,12,WO201,Logistics,Emergency call
283,2025-07-14,JOB694,0424,DT,8,WO316,Safety,Overtime
955,2025-06-26,JOB422,0437,REG,6,WO238,Maintenance,Overtime
153,2025-07-07,JOB114,0477,OT,6,WO943,Logistics,Night shift
314,2025-08-13,JOB925,0498,DT,6,WO874,Logistics,Day shift
760,2025-06-03,JOB737,0411,DT,10,WO191,Logistics,Night shift
433,2025-07-13,JOB293,0419,DT,8,WO310,Safety,Weekend work
638,2025-07-04,JOB339,0464,DT,10,WO584,Logistics,Weekend work
946,2025-06-05,JOB918,0452,OT,10,WO672,FieldOps,Day shift
481,2025-06-20,JOB802,0419,DT,10,WO380,Logistics,Regular schedule
712,2025-06-02,JOB850,0401,REG,12,WO762,Maintenance,Weekend work
961,2025-06-19,JOB664,0499,OT,10,WO957,Maintenance,Emergency call
473,2025-05-29,JOB542,0416,DT,12,WO331,FieldOps,Regular schedule
773,2025-07-12,JOB384,0471,DT,10,WO355,FieldOps,Overtime
436,2025-06-29,JOB252,0493,OT,10,WO538,Safety,Day shift
361,2025-06-01,JOB233,0473,DT,4,WO108,Logistics,Day shift
343,2025-06-04,JOB398,0490,REG,4,WO307,Logistics,Regular schedule
487,2025-07-07,JOB772,0471,OT,6,WO695,Safety,Day shift
673,2025-06-07,JOB172,0491,DT,10,WO529,FieldOps,Day shift
304,2025-06-26,JOB314,0499,OT,12,WO123,Logistics,Night shift
217,2025-07-13,JOB841,0443,OT,6,WO230,Safety,Overtime
976,2025-06-29,JOB620,0443,REG,12,WO354,Logistics,Day shift
429,2025-06-28,JOB563,0413,REG,12,WO188,Safety,Weekend work
381,2025-06-27,JOB139,0420,OT,12,WO135,Maintenance,Regular schedule
948,2025-08-14,JOB940,0400,OT,6,WO774,Logistics,Overtime
337,2025-08-17,JOB746,0439,OT,6,WO682,FieldOps,Regular schedule
649,2025-08-12,JOB310,0483,DT,8,WO485,Maintenance,Overtime
936,2025-08-19,JOB449,0425,OT,4,WO719,Safety,Emergency call
458,2025-06-30,JOB243,0401,OT,4,WO449,Maintenance,Day shift
691,2025-06-20,JOB972,0427,DT,8,WO756,FieldOps,Weekend work
643,2025-07-06,JOB223,0486,DT,6,WO768,Maintenance,Emergency call
182,2025-05-27,JOB953,0424,DT,12,WO660,Safety,Night shift
317,2025-06-15,JOB194,0444,OT,8,WO905,Maintenance,Night shift
772,2025-08-12,JOB512,0447,DT,10,WO558,Maintenance,Day shift
574,2025-07-25,JOB711,0440,OT,8,WO815,Logistics,Emergency call
411,2025-06-27,JOB312,0410,DT,6,WO815,Logistics,Regular schedule
979,2025-06-03,JOB234,0488,OT,4,WO877,Safety,Day shift
435,2025-08-20,JOB448,0422,REG,10,WO875,Maintenance,Emergency call
574,2025-05-28,JOB759,0487,OT,10,WO188,Safety,Night shift
416,2025-07-15,JOB285,0497,REG,12,WO217,Safety,Emergency call
344,2025-07-28,JOB295,0448,REG,8,WO683,Safety,Regular schedule
426,2025-06-17,JOB824,0463,REG,6,WO155,Maintenance,Regular schedule
241,2025-07-10,JOB699,0476,DT,10,WO455,Logistics,Night shift
298,2025-07-05,JOB348,0499,REG,10,WO711,Logistics,Emergency call
780,2025-05-28,JOB761,0417,OT,10,WO561,Maintenance,Day shift
608,2025-08-02,JOB275,0479,DT,4,WO639,Safety,Overtime
410,2025-08-14,JOB532,0444,OT,10,WO387,Safety,Weekend work
993,2025-07-28,JOB616,0463,REG,10,WO952,FieldOps,Night shift
970,2025-08-18,JOB735,0434,REG,12,WO584,FieldOps,Weekend work
827,2025-08-05,JOB748,0493,DT,4,WO392,Maintenance,Night shift
523,2025-05-26,JOB336,0444,DT,8,WO298,Safety,Emergency call
723,2025-07-11,JOB912,0442,OT,6,WO365,Maintenance,Night shift
836,2025-08-12,JOB140,0485,REG,12,WO729,Safety,Weekend work
714,2025-08-16,JOB712,0480,OT,8,WO504,Maintenance,Emergency call
697,2025-06-18,JOB911,0458,REG,10,WO950,Logistics,Emergency call
382,2025-08-16,JOB695,0406,OT,8,WO179,Maintenance,Emergency call
654,2025-07-23,JOB331,0483,DT,4,WO956,Safety,Regular schedule
419,2025-06-25,JOB937,0456,DT,12,WO724,Safety,Emergency call
498,2025-08-06,JOB877,0486,DT,10,WO224,FieldOps,Emergency call
741,2025-08-06,JOB110,0443,OT,12,WO820,Safety,Emergency call
372,2025-06-10,JOB578,0438,DT,12,WO202,Safety,Regular schedule
654,2025-05-30,JOB837,0439,REG,6,WO584,Logistics,Regular schedule
924,2025-05-28,JOB492,0494,OT,10,WO773,Safety,Overtime
262,2025-08-13,JOB160,0421,DT,12,WO779,Logistics,Overtime
893,2025-08-07,JOB138,0410,DT,4,WO194,Safety,Weekend work
566,2025-06-08,JOB981,0499,OT,8,WO997,Logistics,Emergency call
735,2025-06-29,JOB681,0417,OT,10,WO538,Maintenance,Day shift
597,2025-06-13,JOB537,0466,DT,4,WO792,Safety,Weekend work
589,2025-07-14,JOB472,0457,DT,6,WO764,Maintenance,Emergency call
519,2025-06-05,JOB532,0456,OT,10,WO245,FieldOps,Regular schedule
456,2025-07-10,JOB334,0466,REG,12,WO372,Logistics,Day shift
893,2025-05-31,JOB636,0493,DT,12,WO559,FieldOps,Regular schedule
478,2025-07-27,JOB590,0419,OT,10,WO999,Maintenance,Day shift
749,2025-08-07,JOB678,0403,OT,4,WO714,Logistics,Weekend work
815,2025-06-12,JOB941,0416,REG,10,WO462,Logistics,Weekend work
580,2025-07-01,JOB301,0409,DT,12,WO239,FieldOps,Night shift
373,2025-07-09,JOB138,0495,OT,10,WO760,Safety,Weekend work
880,2025-06-07,JOB244,0460,DT,4,WO863,Logistics,Weekend work
647,2025-06-11,JOB691,0411,REG,8,WO863,Maintenance,Night shift
301,2025-05-30,JOB156,0435,REG,6,WO999,FieldOps,Weekend work
275,2025-05-27,JOB113,0411,REG,10,WO220,Maintenance,Weekend work
257,2025-08-02,JOB655,0448,OT,10,WO306,Maintenance,Weekend work
451,2025-07-28,JOB907,0455,OT,12,WO852,Logistics,Night shift
964,2025-07-30,JOB844,0442,DT,8,WO523,FieldOps,Emergency call
178,2025-07-27,JOB400,0404,OT,10,WO738,Safety,Emergency call
486,2025-08-11,JOB617,0496,DT,12,WO814,Maintenance,Day shift
552,2025-07-05,JOB939,0495,OT,12,WO394,Maintenance,Weekend work
465,2025-07-31,JOB552,0486,DT,4,WO218,Logistics,Weekend work
791,2025-06-05,JOB891,0417,OT,4,WO125,FieldOps,Emergency call
544,2025-06-29,JOB398,0497,OT,6,WO378,Safety,Night shift
519,2025-08-03,JOB932,0498,REG,10,WO420,FieldOps,Overtime
653,2025-07-16,JOB783,0408,OT,4,WO278,FieldOps,Emergency call
690,2025-06-26,JOB356,0411,REG,8,WO627,Logistics,Regular schedule
752,2025-08-03,JOB917,0498,OT,4,WO817,Safety,Emergency call
876,2025-07-25,JOB316,0466,REG,10,WO964,Safety,Weekend work
960,2025-05-28,JOB548,0409,OT,4,WO300,Logistics,Regular schedule
224,2025-05-28,JOB656,0465,REG,8,WO100,Safety,Emergency call
299,2025-08-18,JOB135,0472,DT,6,WO553,FieldOps,Weekend work
137,2025-08-15,JOB354,0484,REG,10,WO396,Logistics,Overtime
261,2025-08-02,JOB549,0465,OT,12,WO743,Maintenance,Weekend work
159,2025-07-15,JOB932,0490,OT,6,WO769,Maintenance,Emergency call
925,2025-06-28,JOB716,0483,OT,8,WO892,Logistics,Overtime
836,2025-06-30,JOB645,0455,REG,10,WO937,FieldOps,Overtime
215,2025-06-22,JOB636,0417,REG,6,WO358,Maintenance,Regular schedule
612,2025-05-30,JOB644,0479,OT,12,WO848,FieldOps,Night shift
634,2025-06-16,JOB588,0470,OT,6,WO873,Maintenance,Emergency call
566,2025-07-07,JOB247,0410,OT,12,WO134,Maintenance,Emergency call
561,2025-06-29,JOB245,0465,REG,6,WO650,Safety,Emergency call
123,2025-08-05,JOB781,0433,REG,4,WO726,Safety,Night shift
157,2025-08-05,JOB238,0447,OT,4,WO718,FieldOps,Emergency call
779,2025-07-21,JOB286,0456,OT,10,WO421,FieldOps,Weekend work
970,2025-06-23,JOB380,0475,OT,10,WO109,Safety,Regular schedule
329,2025-07-24,JOB304,0463,REG,12,WO579,Safety,Weekend work
824,2025-08-01,JOB420,0401,DT,10,WO690,Safety,Overtime
347,2025-08-08,JOB992,0481,DT,6,WO497,Logistics,Overtime
285,2025-07-22,JOB368,0459,DT,12,WO166,Logistics,Emergency call
387,2025-08-03,JOB127,0426,REG,6,WO551,Logistics,Day shift
148,2025-06-08,JOB121,0401,OT,4,WO625,Safety,Emergency call
411,2025-06-30,JOB778,0492,OT,8,WO449,Safety,Emergency call
557,2025-07-24,JOB249,0430,DT,8,WO767,Safety,Emergency call
530,2025-06-22,JOB448,0490,REG,8,WO141,FieldOps,Overtime
734,2025-07-25,JOB594,0486,DT,6,WO764,Safety,Night shift
774,2025-06-01,JOB217,0493,DT,8,WO627,Logistics,Overtime
822,2025-07-27,JOB812,0485,OT,10,WO452,Maintenance,Emergency call
330,2025-08-18,JOB174,0439,OT,4,WO862,FieldOps,Day shift
144,2025-06-16,JOB764,0426,DT,6,WO220,Maintenance,Regular schedule
190,2025-08-18,JOB556,0418,REG,10,WO962,FieldOps,Overtime
276,2025-07-22,JOB332,0421,REG,6,WO752,Safety,Night shift
927,2025-06-25,JOB566,0416,DT,10,WO978,FieldOps,Regular schedule
449,2025-05-30,JOB219,0412,OT,4,WO274,FieldOps,Emergency call
459,2025-06-26,JOB392,0474,DT,4,WO935,Logistics,Night shift
767,2025-07-08,JOB653,0458,DT,8,WO177,FieldOps,Overtime
468,2025-05-26,JOB747,0483,REG,4,WO233,Maintenance,Weekend work
835,2025-07-22,JOB682,0473,DT,6,WO565,Safety,Day shift
774,2025-07-05,JOB607,0491,DT,4,WO722,Maintenance,Night shift
685,2025-06-06,JOB449,0443,OT,10,WO590,Maintenance,Emergency call
695,2025-07-12,JOB948,0463,OT,4,WO244,FieldOps,Overtime
812,2025-05-27,JOB700,0406,OT,12,WO159,FieldOps,Overtime
685,2025-06-16,JOB238,0425,DT,10,WO985,Logistics,Regular schedule
642,2025-08-02,JOB311,0402,REG,6,WO250,Maintenance,Night shift
470,2025-05-29,JOB474,0470,OT,6,WO208,Maintenance,Emergency call
759,2025-08-19,JOB589,0429,DT,8,WO585,FieldOps,Weekend work
574,2025-07-19,JOB296,0457,OT,6,WO617,Maintenance,Overtime
348,2025-06-11,JOB409,0457,OT,6,WO139,FieldOps,Day shift
264,2025-07-09,JOB634,0427,DT,4,WO746,Logistics,Overtime
205,2025-07-22,JOB687,0493,REG,8,WO423,FieldOps,Regular schedule
167,2025-06-12,JOB868,0409,OT,6,WO873,FieldOps,Regular schedule
890,2025-06-13,JOB184,0445,OT,12,WO943,Maintenance,Regular schedule
316,2025-05-29,JOB942,0421,REG,12,WO787,Maintenance,Emergency call
491,2025-05-30,JOB668,0454,DT,12,WO457,Safety,Emergency call
437,2025-08-06,JOB196,0406,DT,10,WO622,FieldOps,Weekend work
422,2025-08-04,JOB715,0487,REG,4,WO142,Safety,Emergency call
876,2025-08-11,JOB401,0430,DT,8,WO685,Safety,Overtime
879,2025-08-01,JOB802,0478,OT,8,WO770,Safety,Night shift
893,2025-08-01,JOB465,0466,OT,4,WO486,Logistics,Overtime
875,2025-06-28,JOB830,0412,REG,10,WO591,Safety,Day shift
993,2025-06-17,JOB469,0467,OT,12,WO998,FieldOps,Night shift
668,2025-07-20,JOB903,0402,OT,8,WO545,Logistics,Weekend work
401,2025-06-25,JOB306,0468,OT,8,WO118,Logistics,Weekend work
909,2025-08-17,JOB738,0451,DT,10,WO989,Maintenance,Day shift
894,2025-08-01,JOB757,0429,OT,10,WO118,Logistics,Emergency call
422,2025-08-18,JOB154,0466,REG,6,WO839,Logistics,Regular schedule
408,2025-07-30,JOB463,0497,REG,4,WO939,FieldOps,Emergency call
143,2025-06-03,JOB843,0431,DT,8,WO496,Maintenance,Night shift
632,2025-07-03,JOB775,0462,REG,10,WO603,Maintenance,Emergency call
591,2025-08-01,JOB642,0457,DT,4,WO447,Maintenance,Day shift
902,2025-08-03,JOB630,0412,REG,4,WO126,Maintenance,Day shift
674,2025-06-30,JOB525,0402,REG,8,WO781,Logistics,Night shift
202,2025-05-24,JOB952,0440,REG,10,WO367,FieldOps,Overtime
997,2025-07-24,JOB239,0457,REG,6,WO104,Safety,Weekend work
130,2025-06-26,JOB672,0442,REG,12,WO563,FieldOps,Overtime
657,2025-08-01,JOB761,0474,OT,12,WO672,Logistics,Weekend work
833,2025-06-09,JOB226,0446,OT,6,WO803,Maintenance,Regular schedule
405,2025-07-09,JOB106,0472,OT,12,WO137,Maintenance,Emergency call
977,2025-07-30,JOB583,0436,OT,10,WO168,FieldOps,Emergency call
588,2025-08-04,JOB565,0453,OT,6,WO286,Safety,Night shift
430,2025-06-13,JOB516,0423,DT,10,WO154,Safety,Overtime
566,2025-06-02,JOB690,0468,OT,6,WO985,Safety,Regular schedule
654,2025-08-12,JOB194,0450,DT,6,WO666,Safety,Night shift
558,2025-07-31,JOB153,0429,DT,6,WO853,Safety,Day shift
710,2025-07-21,JOB693,0446,DT,8,WO762,FieldOps,Night shift
845,2025-06-14,JOB274,0468,REG,8,WO326,Maintenance,Night shift
500,2025-08-18,JOB786,0429,OT,12,WO559,Safety,Weekend work
928,2025-07-09,JOB642,0439,DT,10,WO866,Logistics,Day shift
719,2025-06-12,JOB925,0409,OT,8,WO991,FieldOps,Day shift
571,2025-07-25,JOB320,0466,DT,8,WO875,Logistics,Overtime
636,2025-06-04,JOB788,0440,OT,12,WO219,Safety,Night shift
920,2025-06-26,JOB372,0479,DT,12,WO778,Maintenance,Overtime
659,2025-07-14,JOB337,0490,DT,6,WO443,Safety,Overtime
847,2025-08-04,JOB711,0456,DT,6,WO130,Maintenance,Emergency call
431,2025-08-04,JOB528,0429,DT,4,WO172,FieldOps,Regular schedule
852,2025-07-09,JOB144,0495,REG,8,WO776,FieldOps,Emergency call
539,2025-08-05,JOB849,0453,DT,6,WO533,Safety,Weekend work
505,2025-07-11,JOB317,0423,OT,6,WO481,FieldOps,Weekend work
161,2025-06-03,JOB316,0446,DT,8,WO762,Logistics,Weekend work
700,2025-08-19,JOB262,0495,OT,6,WO820,Logistics,Overtime
345,2025-06-06,JOB244,0415,REG,8,WO167,Safety,Day shift
898,2025-06-23,JOB606,0470,OT,6,WO893,FieldOps,Emergency call
274,2025-06-12,JOB590,0464,DT,8,WO689,Safety,Weekend work
727,2025-06-17,JOB581,0418,OT,4,WO905,Maintenance,Emergency call
925,2025-06-04,JOB106,0455,REG,10,WO652,FieldOps,Day shift
800,2025-06-04,JOB414,0401,OT,6,WO617,Safety,Day shift
100,2025-06-12,JOB880,0492,REG,8,WO990,Maintenance,Weekend work
150,2025-05-28,JOB335,0473,OT,10,WO342,Logistics,Weekend work
799,2025-08-01,JOB700,0402,REG,12,WO406,Logistics,Day shift
486,2025-08-19,JOB256,0434,DT,6,WO884,Safety,Day shift
206,2025-07-22,JOB182,0409,DT,10,WO637,Maintenance,Weekend work
357,2025-08-10,JOB127,0459,DT,8,WO220,Safety,Weekend work
619,2025-07-02,JOB562,0428,DT,8,WO347,Logistics,Night shift
816,2025-06-11,JOB376,0470,DT,12,WO458,FieldOps,Regular schedule
372,2025-05-28,JOB352,0490,REG,12,WO428,Safety,Regular schedule
804,2025-07-02,JOB513,0479,REG,4,WO645,Maintenance,Emergency call
428,2025-08-20,JOB611,0475,DT,6,WO647,Maintenance,Regular schedule
891,2025-08-09,JOB660,0487,DT,12,WO258,Logistics,Night shift
418,2025-05-26,JOB131,0472,DT,4,WO119,FieldOps,Day shift
873,2025-07-31,JOB984,0426,DT,10,WO694,Safety,Emergency call
180,2025-06-16,JOB174,0442,OT,10,WO928,Maintenance,Overtime
533,2025-06-01,JOB829,0465,REG,10,WO523,Maintenance,Weekend work
129,2025-07-11,JOB534,0408,REG,6,WO376,Logistics,Emergency call
934,2025-05-29,JOB606,0432,DT,4,WO292,Safety,Emergency call
533,2025-07-15,JOB496,0436,OT,6,WO523,FieldOps,Emergency call
214,2025-07-31,JOB207,0475,DT,4,WO860,FieldOps,Night shift
116,2025-06-28,JOB302,0447,REG,8,WO111,Logistics,Emergency call
258,2025-07-02,JOB190,0424,OT,8,WO121,FieldOps,Overtime
641,2025-07-01,JOB739,0469,REG,10,WO544,Logistics,Night shift
343,2025-08-12,JOB858,0403,DT,4,WO628,FieldOps,Night shift
344,2025-06-12,JOB954,0414,REG,4,WO309,Safety,Day shift
254,2025-07-12,JOB435,0487,REG,6,WO952,Maintenance,Night shift
833,2025-08-15,JOB298,0496,OT,8,WO621,Maintenance,Overtime
793,2025-06-22,JOB412,0448,DT,8,WO275,Logistics,Day shift
911,2025-07-23,JOB724,0438,REG,4,WO550,Maintenance,Overtime
534,2025-06-05,JOB148,0411,REG,6,WO113,Logistics,Emergency call
961,2025-07-31,JOB297,0423,REG,4,WO278,FieldOps,Night shift
652,2025-07-11,JOB264,0488,REG,8,WO666,Safety,Night shift
479,2025-06-18,JOB212,0437,REG,6,WO885,Logistics,Day shift
929,2025-08-08,JOB233,0483,REG,10,WO510,FieldOps,Regular schedule
782,2025-06-09,JOB300,0419,REG,10,WO969,Logistics,Night shift
536,2025-06-03,JOB566,0483,REG,8,WO490,Logistics,Emergency call
712,2025-06-17,JOB629,0459,DT,8,WO115,Safety,Night shift
285,2025-08-19,JOB766,0418,DT,12,WO938,FieldOps,Overtime
158,2025-06-10,JOB570,0417,DT,4,WO120,Maintenance,Day shift
382,2025-06-30,JOB326,0408,OT,10,WO555,Safety,Weekend work
774,2025-07-09,JOB543,0420,REG,4,WO814,Logistics,Emergency call
781,2025-07-01,JOB994,0423,DT,6,WO297,Maintenance,Weekend work
164,2025-08-18,JOB323,0415,REG,12,WO682,Logistics,Day shift
294,2025-05-27,JOB598,0461,DT,10,WO506,Logistics,Regular schedule
826,2025-07-09,JOB751,0479,OT,6,WO585,Maintenance,Regular schedule
693,2025-07-22,JOB219,0443,OT,10,WO380,Safety,Weekend work
747,2025-06-09,JOB829,0483,REG,8,WO384,Logistics,Night shift
169,2025-08-08,JOB847,0487,DT,4,WO361,Logistics,Day shift
849,2025-07-13,JOB225,0481,REG,6,WO730,Maintenance,Overtime
819,2025-06-16,JOB513,0438,DT,12,WO383,Logistics,Day shift
522,2025-06-11,JOB128,0468,OT,8,WO132,Maintenance,Day shift
280,2025-08-04,JOB259,0457,DT,12,WO665,Logistics,Weekend work
285,2025-05-24,JOB730,0447,REG,4,WO294,Safety,Overtime
161,2025-07-18,JOB968,0416,REG,6,WO697,Logistics,Regular schedule
929,2025-06-14,JOB548,0437,REG,8,WO434,Logistics,Regular schedule
204,2025-08-18,JOB123,0406,OT,12,WO461,Safety,Overtime
508,2025-07-15,JOB374,0444,REG,6,WO356,FieldOps,Overtime
422,2025-07-07,JOB420,0437,REG,4,WO902,Logistics,Regular schedule
570,2025-06-11,JOB457,0413,OT,12,WO987,Maintenance,Overtime
572,2025-08-17,JOB886,0420,OT,8,WO215,FieldOps,Overtime
967,2025-06-02,JOB499,0461,REG,4,WO875,Logistics,Weekend work
601,2025-06-21,JOB965,0435,DT,4,WO680,Logistics,Overtime
110,2025-07-14,JOB539,0494,OT,6,WO315,Logistics,Day shift
554,2025-07-08,JOB438,0457,DT,10,WO422,Logistics,Emergency call
842,2025-07-28,JOB343,0439,REG,10,WO318,FieldOps,Emergency call
804,2025-06-23,JOB104,0449,DT,4,WO443,Logistics,Emergency call
726,2025-07-24,JOB302,0418,REG,12,WO985,Maintenance,Regular schedule
186,2025-07-17,JOB784,0437,REG,12,WO976,Logistics,Overtime
483,2025-06-26,JOB721,0410,REG,8,WO215,Maintenance,Emergency call
222,2025-07-13,JOB555,0425,DT,4,WO589,Safety,Day shift
320,2025-07-27,JOB707,0449,REG,6,WO963,Logistics,Weekend work
495,2025-07-02,JOB801,0426,DT,4,WO517,Maintenance,Day shift
389,2025-08-08,JOB574,0445,REG,6,WO203,Maintenance,Day shift
764,2025-05-31,JOB728,0413,DT,12,WO907,Maintenance,Emergency call
449,2025-05-30,JOB379,0462,OT,6,WO823,Maintenance,Day shift
625,2025-07-15,JOB659,0476,REG,10,WO534,FieldOps,Weekend work
341,2025-06-18,JOB494,0457,OT,8,WO569,FieldOps,Regular schedule
804,2025-05-27,JOB803,0462,OT,6,WO389,FieldOps,Emergency call
265,2025-07-02,JOB366,0475,REG,6,WO889,FieldOps,Emergency call
672,2025-06-17,JOB405,0400,DT,4,WO571,Safety,Emergency call
160,2025-06-11,JOB908,0459,OT,12,WO855,Maintenance,Overtime
803,2025-06-13,JOB181,0494,REG,4,WO878,FieldOps,Emergency call
555,2025-05-23,JOB807,0455,OT,8,WO187,FieldOps,Overtime
642,2025-05-25,JOB357,0400,REG,10,WO489,Logistics,Emergency call
246,2025-06-24,JOB901,0428,DT,12,WO710,Maintenance,Overtime
904,2025-07-19,JOB893,0485,OT,10,WO469,FieldOps,Regular schedule
745,2025-08-08,JOB724,0420,DT,4,WO462,Safety,Emergency call
825,2025-05-29,JOB759,0474,REG,6,WO574,Maintenance,Weekend work
948,2025-05-25,JOB523,0497,REG,12,WO579,Safety,Weekend work
689,2025-07-24,JOB451,0406,REG,8,WO220,Maintenance,Regular schedule
555,2025-06-11,JOB555,0493,DT,12,WO561,Maintenance,Night shift
881,2025-07-06,JOB809,0414,DT,12,WO171,Logistics,Regular schedule
834,2025-08-17,JOB964,0410,DT,8,WO570,FieldOps,Weekend work
637,2025-07-09,JOB416,0465,OT,4,WO329,Safety,Overtime
754,2025-08-07,JOB221,0441,REG,8,WO236,FieldOps,Overtime
